deferred_key,run_version,source_ref,source_type,source_candidate_type,artist_display_name,title,year,storefront,deferred_reason,candidate_count,best_score,second_score,apple_album_id,error_message,raw_payload_persisted
album_sidecar_track:album|killers|direct hits@@1@@17@@@@when you were young calvin harris remix:album_bound_track_no_safe_match:1440891166,apple_music_sidecar_track_album_bound_pass_v1,album|killers|direct hits@@1@@17@@@@when you were young calvin harris remix,album_sidecar_track,track,The Killers,When You Were Young (Calvin Harris remix),2013,us,album_bound_track_no_safe_match,0,0,,1440891166,,false
album_sidecar_track:album|killers|direct hits@@1@@18@@@@be still:album_bound_track_no_safe_match:1440891166,apple_music_sidecar_track_album_bound_pass_v1,album|killers|direct hits@@1@@18@@@@be still,album_sidecar_track,track,The Killers,Be Still,2013,us,album_bound_track_no_safe_match,0,0,,1440891166,,false
album_sidecar_track:album|killing joke|killing joke@@1@@7@@@@change:album_bound_track_no_safe_match:1698411208,apple_music_sidecar_track_album_bound_pass_v1,album|killing joke|killing joke@@1@@7@@@@change,album_sidecar_track,track,Killing Joke,Change,1980,us,album_bound_track_no_safe_match,7,57,57,1698411208,,false
album_sidecar_track:album|killing joke|killing joke@@1@@9@@@@primitive:album_bound_track_no_safe_match:1698411208,apple_music_sidecar_track_album_bound_pass_v1,album|killing joke|killing joke@@1@@9@@@@primitive,album_sidecar_track,track,Killing Joke,Primitive,1980,us,album_bound_track_no_safe_match,6,57,57,1698411208,,false
album_sidecar_track:album|kirk franklin|god s property@@1@@13@@@@he will take pain away:album_bound_track_no_safe_match:423931465,apple_music_sidecar_track_album_bound_pass_v1,album|kirk franklin|god s property@@1@@13@@@@he will take pain away,album_sidecar_track,track,Kirk Franklin,He Will Take the Pain Away,1997,us,album_bound_track_no_safe_match,2,57,10,423931465,,false
album_sidecar_track:album|kirk franklin|god s property@@1@@3@@@@it s ranin:album_bound_track_no_safe_match:423931465,apple_music_sidecar_track_album_bound_pass_v1,album|kirk franklin|god s property@@1@@3@@@@it s ranin,album_sidecar_track,track,Kirk Franklin,It's Ranin,1997,us,album_bound_track_no_safe_match,2,60,7,423931465,,false
album_sidecar_track:album|kiss|alive@@2@@3@@@@black diamond:album_bound_track_no_safe_match:1853653621,apple_music_sidecar_track_album_bound_pass_v1,album|kiss|alive@@2@@3@@@@black diamond,album_sidecar_track,track,Kiss,Black Diamond,1975,us,album_bound_track_no_safe_match,5,43,12,1853653621,,false
album_sidecar_track:album|kiss|alive@@2@@4@@@@rock bottom:album_bound_track_no_safe_match:1853653621,apple_music_sidecar_track_album_bound_pass_v1,album|kiss|alive@@2@@4@@@@rock bottom,album_sidecar_track,track,Kiss,Rock Bottom,1975,us,album_bound_track_no_safe_match,5,43,7,1853653621,,false
album_sidecar_track:album|kiss|alive@@2@@5@@@@cold gin:album_bound_track_no_safe_match:1853653621,apple_music_sidecar_track_album_bound_pass_v1,album|kiss|alive@@2@@5@@@@cold gin,album_sidecar_track,track,Kiss,Cold Gin,1975,us,album_bound_track_no_safe_match,5,43,12,1853653621,,false
album_sidecar_track:album|kiss|alive@@2@@7@@@@let me go rock and roll:album_bound_track_no_safe_match:1853653621,apple_music_sidecar_track_album_bound_pass_v1,album|kiss|alive@@2@@7@@@@let me go rock and roll,album_sidecar_track,track,Kiss,Let Me Go Rock and Roll,1975,us,album_bound_track_no_safe_match,4,7,7,1853653621,,false
album_sidecar_track:album|kitchens of distinction|strange free world@@1@@5@@@@polaroids:album_bound_track_no_safe_match:1299907534,apple_music_sidecar_track_album_bound_pass_v1,album|kitchens of distinction|strange free world@@1@@5@@@@polaroids,album_sidecar_track,track,Kitchens of Distinction,Polaroids,1991,us,album_bound_track_no_safe_match,1,58,,1299907534,,false
album_sidecar_track:album|kmfdm|nihil@@1@@10@@@@trust nihil:album_bound_track_no_safe_match:413176758,apple_music_sidecar_track_album_bound_pass_v1,album|kmfdm|nihil@@1@@10@@@@trust nihil,album_sidecar_track,track,KMFDM,Trust / Nihil,1995,us,album_bound_track_no_safe_match,3,67,31,413176758,,false
album_sidecar_track:album|kmfdm|nihil@@1@@7@@@@disobedience:album_bound_track_no_safe_match:413176758,apple_music_sidecar_track_album_bound_pass_v1,album|kmfdm|nihil@@1@@7@@@@disobedience,album_sidecar_track,track,KMFDM,Disobedience,1995,us,album_bound_track_no_safe_match,3,57,21,413176758,,false
album_sidecar_track:album|korn|follow the leader@@1@@1@@@@silence:album_bound_track_no_safe_match:1165630592,apple_music_sidecar_track_album_bound_pass_v1,album|korn|follow the leader@@1@@1@@@@silence,album_sidecar_track,track,Korn,[silence],1998,us,album_bound_track_no_safe_match,5,8,7,1165630592,,false
album_sidecar_track:album|korn|follow the leader@@1@@10@@@@silence:album_bound_track_no_safe_match:1165630592,apple_music_sidecar_track_album_bound_pass_v1,album|korn|follow the leader@@1@@10@@@@silence,album_sidecar_track,track,Korn,[silence],1998,us,album_bound_track_no_safe_match,5,8,7,1165630592,,false
album_sidecar_track:album|korn|follow the leader@@1@@11@@@@silence:album_bound_track_no_safe_match:1165630592,apple_music_sidecar_track_album_bound_pass_v1,album|korn|follow the leader@@1@@11@@@@silence,album_sidecar_track,track,Korn,[silence],1998,us,album_bound_track_no_safe_match,5,8,7,1165630592,,false
album_sidecar_track:album|korn|follow the leader@@1@@12@@@@silence:album_bound_track_no_safe_match:1165630592,apple_music_sidecar_track_album_bound_pass_v1,album|korn|follow the leader@@1@@12@@@@silence,album_sidecar_track,track,Korn,[silence],1998,us,album_bound_track_no_safe_match,5,43,8,1165630592,,false
album_sidecar_track:album|korn|follow the leader@@1@@2@@@@silence:album_bound_track_no_safe_match:1165630592,apple_music_sidecar_track_album_bound_pass_v1,album|korn|follow the leader@@1@@2@@@@silence,album_sidecar_track,track,Korn,[silence],1998,us,album_bound_track_no_safe_match,5,8,7,1165630592,,false
album_sidecar_track:album|korn|follow the leader@@1@@25@@@@my gift to you earache my eye:album_bound_track_no_safe_match:1165630592,apple_music_sidecar_track_album_bound_pass_v1,album|korn|follow the leader@@1@@25@@@@my gift to you earache my eye,album_sidecar_track,track,Korn,My Gift to You / Earache My Eye,1998,us,album_bound_track_no_safe_match,2,31,31,1165630592,,false
album_sidecar_track:album|korn|follow the leader@@1@@3@@@@silence:album_bound_track_no_safe_match:1165630592,apple_music_sidecar_track_album_bound_pass_v1,album|korn|follow the leader@@1@@3@@@@silence,album_sidecar_track,track,Korn,[silence],1998,us,album_bound_track_no_safe_match,5,8,7,1165630592,,false
album_sidecar_track:album|korn|follow the leader@@1@@4@@@@silence:album_bound_track_no_safe_match:1165630592,apple_music_sidecar_track_album_bound_pass_v1,album|korn|follow the leader@@1@@4@@@@silence,album_sidecar_track,track,Korn,[silence],1998,us,album_bound_track_no_safe_match,5,8,7,1165630592,,false
album_sidecar_track:album|korn|follow the leader@@1@@5@@@@silence:album_bound_track_no_safe_match:1165630592,apple_music_sidecar_track_album_bound_pass_v1,album|korn|follow the leader@@1@@5@@@@silence,album_sidecar_track,track,Korn,[silence],1998,us,album_bound_track_no_safe_match,5,44,7,1165630592,,false
album_sidecar_track:album|korn|follow the leader@@1@@6@@@@silence:album_bound_track_no_safe_match:1165630592,apple_music_sidecar_track_album_bound_pass_v1,album|korn|follow the leader@@1@@6@@@@silence,album_sidecar_track,track,Korn,[silence],1998,us,album_bound_track_no_safe_match,5,8,7,1165630592,,false
album_sidecar_track:album|korn|follow the leader@@1@@7@@@@silence:album_bound_track_no_safe_match:1165630592,apple_music_sidecar_track_album_bound_pass_v1,album|korn|follow the leader@@1@@7@@@@silence,album_sidecar_track,track,Korn,[silence],1998,us,album_bound_track_no_safe_match,5,8,7,1165630592,,false
album_sidecar_track:album|korn|follow the leader@@1@@8@@@@silence:album_bound_track_no_safe_match:1165630592,apple_music_sidecar_track_album_bound_pass_v1,album|korn|follow the leader@@1@@8@@@@silence,album_sidecar_track,track,Korn,[silence],1998,us,album_bound_track_no_safe_match,5,43,8,1165630592,,false
album_sidecar_track:album|korn|follow the leader@@1@@9@@@@silence:album_bound_track_no_safe_match:1165630592,apple_music_sidecar_track_album_bound_pass_v1,album|korn|follow the leader@@1@@9@@@@silence,album_sidecar_track,track,Korn,[silence],1998,us,album_bound_track_no_safe_match,5,8,7,1165630592,,false
album_sidecar_track:album|korn|issues@@1@@4@@@@4 u:album_bound_track_no_safe_match:193152832,apple_music_sidecar_track_album_bound_pass_v1,album|korn|issues@@1@@4@@@@4 u,album_sidecar_track,track,Korn,4 U,1999,us,album_bound_track_no_safe_match,1,59,,193152832,,false
album_sidecar_track:album|kraftwerk|trans europe express@@1@@1@@@@trans europe express:album_bound_track_no_safe_match:726144557,apple_music_sidecar_track_album_bound_pass_v1,album|kraftwerk|trans europe express@@1@@1@@@@trans europe express,album_sidecar_track,track,Kraftwerk,Trans Europe Express,1977,us,album_bound_track_no_safe_match,8,55,48,726144557,,false
album_sidecar_track:album|kraftwerk|trans europe express@@1@@2@@@@trans europe express instrumental:album_bound_track_no_safe_match:726144557,apple_music_sidecar_track_album_bound_pass_v1,album|kraftwerk|trans europe express@@1@@2@@@@trans europe express instrumental,album_sidecar_track,track,Kraftwerk,Trans Europe Express (instrumental),1977,us,album_bound_track_no_safe_match,8,47,45,726144557,,false
album_sidecar_track:album|kurtis blow|kurtis blow@@1@@1@@@@rappin blow part 2:album_bound_track_no_safe_match:1442217354,apple_music_sidecar_track_album_bound_pass_v1,album|kurtis blow|kurtis blow@@1@@1@@@@rappin blow part 2,album_sidecar_track,track,Kurtis Blow,"Rappin’ Blow, Part 2",1980,us,album_bound_track_no_safe_match,3,62,7,1442217354,,false
album_sidecar_track:album|kyuss|welcome to sky valley@@1@@1@@@@i gardenia asteroid supa scoopa and mighty scoop:album_bound_track_no_safe_match:207973376,apple_music_sidecar_track_album_bound_pass_v1,album|kyuss|welcome to sky valley@@1@@1@@@@i gardenia asteroid supa scoopa and mighty scoop,album_sidecar_track,track,Kyuss,I: Gardenia / Asteroid / Supa Scoopa and Mighty Scoop,1994,us,album_bound_track_no_safe_match,10,72,35,207973376,,false
album_sidecar_track:album|kyuss|welcome to sky valley@@1@@2@@@@ii 100 space cadet demon cleaner:album_bound_track_no_safe_match:207973376,apple_music_sidecar_track_album_bound_pass_v1,album|kyuss|welcome to sky valley@@1@@2@@@@ii 100 space cadet demon cleaner,album_sidecar_track,track,Kyuss,II: 100° / Space Cadet / Demon Cleaner,1994,us,album_bound_track_no_safe_match,10,47,32,207973376,,false
album_sidecar_track:album|kyuss|welcome to sky valley@@1@@3@@@@iii odyssey conan troutman n o whitewater:album_bound_track_no_safe_match:207973376,apple_music_sidecar_track_album_bound_pass_v1,album|kyuss|welcome to sky valley@@1@@3@@@@iii odyssey conan troutman n o whitewater,album_sidecar_track,track,Kyuss,III: Odyssey / Conan Troutman / N.O. / Whitewater,1994,us,album_bound_track_no_safe_match,10,46,31,207973376,,false
album_sidecar_track:album|kyuss|welcome to sky valley@@1@@4@@@@lick my doo:album_bound_track_no_safe_match:207973376,apple_music_sidecar_track_album_bound_pass_v1,album|kyuss|welcome to sky valley@@1@@4@@@@lick my doo,album_sidecar_track,track,Kyuss,Lick My Doo,1994,us,album_bound_track_no_safe_match,10,45,12,207973376,,false
album_sidecar_track:album|lady gaga|artpop@@1@@7@@@@do what u want:album_bound_track_no_safe_match:1451767863,apple_music_sidecar_track_album_bound_pass_v1,album|lady gaga|artpop@@1@@7@@@@do what u want,album_sidecar_track,track,Lady Gaga,Do What U Want,2013,us,album_bound_track_no_safe_match,0,0,,1451767863,,false
album_sidecar_track:album|lady gaga|joanne@@1@@12@@@@grigio girls:album_bound_track_no_safe_match:1440895544,apple_music_sidecar_track_album_bound_pass_v1,album|lady gaga|joanne@@1@@12@@@@grigio girls,album_sidecar_track,track,Lady Gaga,Grigio Girls,2016,us,album_bound_track_no_safe_match,0,0,,1440895544,,false
album_sidecar_track:album|lady gaga|joanne@@1@@13@@@@just another day:album_bound_track_no_safe_match:1440895544,apple_music_sidecar_track_album_bound_pass_v1,album|lady gaga|joanne@@1@@13@@@@just another day,album_sidecar_track,track,Lady Gaga,Just Another Day,2016,us,album_bound_track_no_safe_match,0,0,,1440895544,,false
album_sidecar_track:album|lady gaga|joanne@@1@@14@@@@angel down work tape:album_bound_track_no_safe_match:1440895544,apple_music_sidecar_track_album_bound_pass_v1,album|lady gaga|joanne@@1@@14@@@@angel down work tape,album_sidecar_track,track,Lady Gaga,Angel Down (work tape),2016,us,album_bound_track_no_safe_match,0,0,,1440895544,,false
album_sidecar_track:album|lana del rey|born to die@@1@@13@@@@without you:album_bound_track_no_safe_match:1440811595,apple_music_sidecar_track_album_bound_pass_v1,album|lana del rey|born to die@@1@@13@@@@without you,album_sidecar_track,track,Lana Del Rey,Without You,2012,us,album_bound_track_no_safe_match,1,43,,1440811595,,false
album_sidecar_track:album|lana del rey|born to die@@1@@14@@@@lolita:album_bound_track_no_safe_match:1440811595,apple_music_sidecar_track_album_bound_pass_v1,album|lana del rey|born to die@@1@@14@@@@lolita,album_sidecar_track,track,Lana Del Rey,Lolita,2012,us,album_bound_track_no_safe_match,1,7,,1440811595,,false
album_sidecar_track:album|lana del rey|born to die@@1@@15@@@@lucky ones:album_bound_track_no_safe_match:1440811595,apple_music_sidecar_track_album_bound_pass_v1,album|lana del rey|born to die@@1@@15@@@@lucky ones,album_sidecar_track,track,Lana Del Rey,Lucky Ones,2012,us,album_bound_track_no_safe_match,1,7,,1440811595,,false
album_sidecar_track:album|lana del rey|norman fucking rockwell@@1@@1@@@@norman fucking rockwell:album_bound_track_no_safe_match:1474669063,apple_music_sidecar_track_album_bound_pass_v1,album|lana del rey|norman fucking rockwell@@1@@1@@@@norman fucking rockwell,album_sidecar_track,track,Lana Del Rey,Norman fucking Rockwell,2019,us,album_bound_track_no_safe_match,2,62,14,1474669063,,false
album_sidecar_track:album|lang lang|chopin album@@1@@16@@@@andante spianato and grande polonaise brillante op 22 andante spianato:album_bound_track_no_safe_match:1071950074,apple_music_sidecar_track_album_bound_pass_v1,album|lang lang|chopin album@@1@@16@@@@andante spianato and grande polonaise brillante op 22 andante spianato,album_sidecar_track,track,Lang Lang,"Andante spianato & grande polonaise brillante, op. 22: Andante spianato",2012,us,album_bound_track_no_safe_match,3,57,7,1071950074,,false
album_sidecar_track:album|lang lang|chopin album@@1@@17@@@@andante spianato and grande polonaise brillante op 22 polonaise:album_bound_track_no_safe_match:1071950074,apple_music_sidecar_track_album_bound_pass_v1,album|lang lang|chopin album@@1@@17@@@@andante spianato and grande polonaise brillante op 22 polonaise,album_sidecar_track,track,Lang Lang,"Andante spianato & grande polonaise brillante, op. 22: Polonaise",2012,us,album_bound_track_no_safe_match,3,57,7,1071950074,,false
album_sidecar_track:album|lang lang|chopin album@@1@@19@@@@waltz in d flat major op 64 no 1 minute:album_bound_track_no_safe_match:1071950074,apple_music_sidecar_track_album_bound_pass_v1,album|lang lang|chopin album@@1@@19@@@@waltz in d flat major op 64 no 1 minute,album_sidecar_track,track,Lang Lang,"Waltz in D-flat major, op. 64 no.1 Minute",2012,us,album_bound_track_no_safe_match,3,57,7,1071950074,,false
album_sidecar_track:album|larsen feiten band|larsen feiten band@@1@@10@@@@visitor:album_bound_track_no_safe_match:375620554,apple_music_sidecar_track_album_bound_pass_v1,album|larsen feiten band|larsen feiten band@@1@@10@@@@visitor,album_sidecar_track,track,Larsen-Feiten Band,The Visitor,1980,us,album_bound_track_no_safe_match,0,0,,375620554,,false
album_sidecar_track:album|larsen feiten band|larsen feiten band@@1@@11@@@@twilight moon:album_bound_track_no_safe_match:375620554,apple_music_sidecar_track_album_bound_pass_v1,album|larsen feiten band|larsen feiten band@@1@@11@@@@twilight moon,album_sidecar_track,track,Larsen-Feiten Band,Twilight Moon,1980,us,album_bound_track_no_safe_match,0,0,,375620554,,false
album_sidecar_track:album|larsen feiten band|larsen feiten band@@1@@12@@@@sierra:album_bound_track_no_safe_match:375620554,apple_music_sidecar_track_album_bound_pass_v1,album|larsen feiten band|larsen feiten band@@1@@12@@@@sierra,album_sidecar_track,track,Larsen-Feiten Band,Sierra,1980,us,album_bound_track_no_safe_match,0,0,,375620554,,false
album_sidecar_track:album|larsen feiten band|larsen feiten band@@1@@13@@@@brown eyes:album_bound_track_no_safe_match:375620554,apple_music_sidecar_track_album_bound_pass_v1,album|larsen feiten band|larsen feiten band@@1@@13@@@@brown eyes,album_sidecar_track,track,Larsen-Feiten Band,Brown Eyes,1980,us,album_bound_track_no_safe_match,0,0,,375620554,,false
album_sidecar_track:album|larsen feiten band|larsen feiten band@@1@@14@@@@hero s welcome:album_bound_track_no_safe_match:375620554,apple_music_sidecar_track_album_bound_pass_v1,album|larsen feiten band|larsen feiten band@@1@@14@@@@hero s welcome,album_sidecar_track,track,Larsen-Feiten Band,Hero's Welcome,1980,us,album_bound_track_no_safe_match,0,0,,375620554,,false
